CATEGORIA;CÓDIGO ERP;PART NUMBER;FABRICANTE;TIPO DE MEDIÇÃO;DIÂMETRO DE MONTAGEM;POSIÇÃO DE MONTAGEM;CONEXÃO DO INSTRUMENTO;MATERIAL DO INVÓLUCRO;MATERIAL DOS INTERNOS;VISOR;CLASSE DE EXATIDÃO;UNIDADE DE LEITURA;FAIXA DE TRABALHO;ENCHIMENTO DE GLICERINA;CERTIFICADOS;TUBO SIFÃO;SELO DIAFRAGMA;CONTATO ELÉTRICO;VÁLVULA DE ISOLAMENTO;NCM;ESTOQUE;PREÇO;IMAGENS
MANÔMETRO;;120.16026-0040KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;40/600;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0070KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;70/1000;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0100KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;100/1500;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0140KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;140/2000;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0200KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;200/3000;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0300KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;300/4500;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0400KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;400/6000;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0600KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;600/8500;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-0700KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;700/10000;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120.16026-1000KG/PSI;QUALITEC;RELATIVO;160MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;1000/15000;NAO;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0001KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0002KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0003KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0004KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;4/60;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0006KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;6/85;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0007KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;7/100;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0010KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;10/150;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0014KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;14/200;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0016KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;16/230;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0020KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;20/300;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0025KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;25/350;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0028KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;28/400;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0040KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;40/600;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0062KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;100/1500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0070KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;70/1000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0140KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;140/2000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0200KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;200/3000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0300KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;300/4500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0400KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;400/6000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0600KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;600/8500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0620KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;1000/15000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06214-0700KG/PSI;QUALITEC;RELATIVO;62MM;RETO (INFERIOR);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;700/10000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0001KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0002KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0003KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0004KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;4/60;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0006KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;6/85;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0007KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;7/100;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0010KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;10/150;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0014KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;14/200;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0016KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;16/230;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0020KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;20/300;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0025KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;25/350;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0028KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;28/400;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0040KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;40/600;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0062KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;100/1500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0070KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;70/1000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0140KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;140/2000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0200KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;200/3000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0300KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;300/4500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0400KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;400/6000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0600KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;600/8500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0620KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;1000/15000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.06224-0700KG/PSI;QUALITEC;RELATIVO;62MM;ANGULAR CONCENTRICO (TRASEIRO);"1/4"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE B;PSI X KGF/CM²;700/10000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0001KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0002KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0003KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0004KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;4/60;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0006KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;6/85;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0007KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;7/100;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0010KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;10/150;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0014KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;14/200;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0016KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;16/230;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0020KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;20/300;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0025KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;25/350;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0028KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;28/400;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0040KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;40/600;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0070KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;70/1000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0100KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;100/1500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0140KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;140/2000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0200KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;200/3000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0300KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;300/4500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0400KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;400/6000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0600KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;600/8500;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-0700KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;700/10000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10016-1000KG/PSI;QUALITEC;RELATIVO;100MM;RETO (INFERIOR);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;1000/15000;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0001KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;01//15;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0002KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;2/30;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0003KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;3/45;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0004KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;4/60;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0006KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;6/85;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0007KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;7/100;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0010KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;10/150;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
MANÔMETRO;;120G.10026-0014KG/PSI;QUALITEC;RELATIVO;100MM;ANGULAR CONCENTRICO (TRASEIRO);"1/2"" NPT";AÇO INOXIDÁVEL;LATAO;POLICARBONATO;CLASSE A;PSI X KGF/CM²;14/200;GLICERINA;CONFORMIDADE;NÃO;NÃO;NÃO;NÃO;;;;
